conversation_id,luhf_tag,escalation,total_turns,user_turns_before_escalation,total_user_turns,nlu_positive_count,nlu_neutral_count,nlu_negative_count,nlg_positive_count,nlg_neutral_count,nlg_negative_count,nlg_neg_intents,last_bot_intent,nlu_trajectory_index,nlg_trajectory_index,composite_trajectory_index,nlu_density_index,composite_density_index,adjusted_composite_index,last_turn_speaker,transfer_assumed_success,escalation_final_turn_proximity,early_escalation_but_luhf,pre_escalation_final4_score,final4_turns_composite_score,final4_score_with_length_penalty
2133,not_luhf,not_escalation,25,12,12,5,5,2,0,12,1,disambiguate_user_profile,propose_date,3,-1,2,0.25,0.08,0.5730095937203802,nlu,False,False,False,0,0,0.0
2134,luhf,not_escalation,25,11,11,3,6,2,0,14,0,,ask_time_preference,1,0,1,0.09090909090909091,0.04,0.2865047968601901,nlg,False,False,False,-1,-1,-0.2865047968601901
2135,luhf,not_escalation,17,7,7,3,2,2,0,9,1,disambiguate_user_profile,ask_time_preference,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,-1,-1,-0.42741493194872665
2136,not_luhf,not_escalation,20,9,9,6,2,1,1,9,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.5555555555555556,0.25,1.8393972058572117,nlu,False,False,False,3,3,1.103638323514327
2137,luhf,not_escalation,19,8,8,3,4,1,0,10,1,failed_schedule_warning,failed_schedule_warning,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2138,not_luhf,not_escalation,21,9,9,5,3,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.19047619047619047,1.3997509964446213,nlg,False,False,False,3,3,1.049813247333466
2139,luhf,not_escalation,37,17,17,7,7,3,0,20,0,,ask_time_preference,4,0,4,0.23529411764705882,0.10810810810810811,0.6289486652545104,nlg,False,False,False,0,0,0.0
2140,not_luhf,not_escalation,17,8,8,3,4,1,0,8,1,disambiguate_user_profile,transportation_of_device,2,-1,1,0.25,0.058823529411764705,0.42741493194872665,nlu,False,False,False,0,0,0.0
2141,not_luhf,not_escalation,30,14,14,6,5,3,1,15,0,,confirm_date_scheduled,3,1,4,0.21428571428571427,0.13333333333333333,0.8925206405937193,nlu,False,False,False,3,3,0.6693904804452895
2142,not_luhf,not_escalation,20,9,9,6,2,1,1,9,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.5555555555555556,0.25,1.8393972058572117,nlu,False,False,False,3,3,1.103638323514327
2143,not_luhf,not_escalation,35,16,16,6,6,4,0,19,0,,ask_time_preference,2,0,2,0.125,0.05714285714285714,0.3475478869008903,nlg,False,False,False,0,0,0.0
2144,not_luhf,not_escalation,26,12,12,5,4,3,1,13,0,,confirm_date_scheduled,2,1,3,0.16666666666666666,0.11538461538461539,0.8175953791020378,nlu,False,False,False,3,3,0.8175953791020378
2145,not_luhf,not_escalation,19,8,8,4,1,3,0,11,0,,propose_date,1,0,1,0.125,0.05263157894736842,0.3867410234545012,nlg,False,False,False,1,1,0.3867410234545012
2146,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2147,luhf,not_escalation,29,13,13,6,6,1,0,15,1,disambiguate_user_profile,propose_date,5,-1,4,0.38461538461538464,0.13793103448275862,0.9382811523751905,nlg,False,False,False,1,1,0.23457028809379762
2148,luhf,not_escalation,25,11,11,1,7,3,0,14,0,,ask_time_preference,-2,0,-2,-0.18181818181818182,-0.08,-0.5730095937203802,nlg,False,False,False,-2,-2,-0.5730095937203802
2149,not_luhf,not_escalation,30,14,14,5,6,3,1,15,0,,confirm_date_scheduled,2,1,3,0.14285714285714285,0.1,0.6693904804452895,nlu,False,False,False,3,3,0.6693904804452895
2150,not_luhf,not_escalation,30,14,14,5,5,4,0,16,0,,ask_time_preference,1,0,1,0.07142857142857142,0.03333333333333333,0.22313016014842982,nlu,False,False,False,0,0,0.0
2151,not_luhf,not_escalation,18,8,8,4,2,2,1,8,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.25,0.1111111111111111,0.8131393194811982,nlu,False,False,False,3,3,1.2197089792217972
2152,luhf,not_escalation,32,14,14,4,8,2,0,18,0,,propose_earliest_time,2,0,2,0.14285714285714285,0.0625,0.40379303598931077,nlg,False,False,False,1,1,0.20189651799465538
2153,luhf,not_escalation,19,8,8,2,3,3,0,8,3,"disambiguate_user_profile,disambiguate_user_profile,did_not_understand",transportation_of_device,-1,-3,-4,-0.125,-0.21052631578947367,-1.5469640938180047,nlg,False,False,False,0,0,0.0
2154,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2155,not_luhf,not_escalation,22,10,10,3,5,2,0,12,0,,inform_schedule_inspection,1,0,1,0.1,0.045454545454545456,0.33287108369807955,nlg,False,False,False,0,0,0.0
2156,luhf,not_escalation,33,14,14,6,3,5,0,16,3,"disambiguate_user_profile,no_dates_available,no_dates_available",ask_time_preference,1,-3,-2,0.07142857142857142,-0.06060606060606061,-0.38409981724150816,nlg,False,False,False,-2,-2,-0.38409981724150816
2157,not_luhf,not_escalation,19,8,8,4,2,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.25,0.10526315789473684,0.7734820469090024,nlg,False,False,False,3,3,1.1602230703635035
2158,luhf,not_escalation,24,10,10,5,3,2,1,12,1,disambiguate_user_profile,time_asked_unavailable_propose_new,3,0,3,0.3,0.125,0.9035826357366061,nlg,False,False,False,1,1,0.301194211912202
2159,not_luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2160,luhf,not_escalation,25,11,11,5,3,3,0,13,1,disambiguate_user_profile,propose_date,2,-1,1,0.18181818181818182,0.04,0.2865047968601901,nlg,False,False,False,0,0,0.0
2161,luhf,not_escalation,33,15,15,8,3,4,0,17,1,disambiguate_user_profile,ask_time_preference,4,-1,3,0.26666666666666666,0.09090909090909091,0.5761497258622622,nlg,False,False,False,0,0,0.0
2162,not_luhf,not_escalation,19,9,9,5,2,2,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15789473684210525,1.1602230703635035,nlu,False,False,False,3,3,1.1602230703635035
2163,not_luhf,not_escalation,21,9,9,3,5,1,0,11,1,disambiguate_user_profile,propose_date,2,-1,1,0.2222222222222222,0.047619047619047616,0.3499377491111553,nlg,False,False,False,1,1,0.3499377491111553
2164,not_luhf,not_escalation,21,9,9,4,3,2,0,11,1,disambiguate_user_profile,propose_earliest_time,2,-1,1,0.2222222222222222,0.047619047619047616,0.3499377491111553,nlu,False,False,False,0,0,0.0
2165,luhf,not_escalation,22,10,10,1,8,1,0,12,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,0,0,0.0
2166,not_luhf,not_escalation,19,8,8,2,3,3,1,9,1,disambiguate_user_profile,confirm_date_scheduled,-1,0,-1,-0.125,-0.05263157894736842,-0.3867410234545012,nlg,False,False,False,2,2,0.7734820469090024
2167,not_luhf,not_escalation,24,11,11,6,4,1,1,11,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.45454545454545453,0.20833333333333334,1.50597105956101,nlu,False,False,False,3,3,0.9035826357366061
2168,luhf,not_escalation,28,12,12,6,2,4,0,15,1,disambiguate_user_profile,time_asked_unavailable_propose_new,2,-1,1,0.16666666666666666,0.03571428571428571,0.24659696394160643,nlg,False,False,False,0,0,0.0
2169,luhf,not_escalation,17,7,7,3,4,0,0,8,2,"did_not_understand,disambiguate_user_profile",ask_additional_service,3,-2,1,0.42857142857142855,0.058823529411764705,0.42741493194872665,nlg,False,False,False,0,0,0.0
2170,not_luhf,not_escalation,20,9,9,5,3,1,0,10,1,disambiguate_user_profile,ask_time_preference,4,-1,3,0.4444444444444444,0.15,1.103638323514327,nlu,False,False,False,0,0,0.0
2171,luhf,not_escalation,20,8,8,5,2,1,1,10,1,disambiguate_user_profile,propose_date,4,0,4,0.5,0.2,1.4715177646857693,nlg,False,False,False,1,1,0.36787944117144233
2172,not_luhf,not_escalation,19,9,9,5,3,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.21052631578947367,1.5469640938180047,nlu,False,False,False,3,3,1.1602230703635035
2173,not_luhf,not_escalation,26,12,12,7,3,2,1,12,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.4166666666666667,0.19230769230769232,1.362658965170063,nlu,False,False,False,3,3,0.8175953791020378
2174,luhf,escalation,21,0,9,2,5,2,1,10,1,disambiguate_user_profile,propose_date,0,0,0,0.0,0.0,0.0,nlg,False,False,True,0,0,0.0
2175,not_luhf,not_escalation,24,10,10,7,3,0,2,10,2,"disambiguate_user_profile,date_schedule_no_longer_exists",confirm_date_scheduled,7,0,7,0.7,0.2916666666666667,2.108359483385414,nlg,False,False,False,1,1,0.301194211912202
2176,luhf,not_escalation,37,17,17,9,1,7,0,20,0,,ask_time_preference,2,0,2,0.11764705882352941,0.05405405405405406,0.3144743326272552,nlg,False,False,False,0,0,0.0
2177,luhf,not_escalation,23,10,10,1,5,4,0,12,1,disambiguate_user_profile,propose_date,-3,-1,-4,-0.3,-0.17391304347826086,-1.2665470775162126,nlg,False,False,False,0,0,0.0
2178,not_luhf,not_escalation,25,11,11,7,3,1,1,12,1,disambiguate_user_profile,propose_date,6,0,6,0.5454545454545454,0.24,1.7190287811611404,nlu,False,False,False,2,2,0.5730095937203802
2179,luhf,not_escalation,31,14,14,2,5,7,0,17,0,,time_asked_unavailable_propose_new,-5,0,-5,-0.35714285714285715,-0.16129032258064516,-1.0612398691337153,nlg,False,False,False,0,0,0.0
2180,not_luhf,not_escalation,23,10,10,5,4,1,2,10,1,disambiguate_user_profile,confirm_date_scheduled,4,1,5,0.4,0.21739130434782608,1.583183846895266,nlg,False,False,False,2,2,0.6332735387581063
2181,not_luhf,not_escalation,21,9,9,5,3,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.19047619047619047,1.3997509964446213,nlg,False,False,False,3,3,1.049813247333466
2182,luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2183,luhf,not_escalation,21,9,9,5,2,2,0,11,1,disambiguate_user_profile,operating_hour_and_ask_for_schedule,3,-1,2,0.3333333333333333,0.09523809523809523,0.6998754982223107,nlg,False,False,False,2,2,0.6998754982223107
2184,luhf,not_escalation,19,8,8,5,1,2,0,10,1,disambiguate_user_profile,propose_date,3,-1,2,0.375,0.10526315789473684,0.7734820469090024,nlg,False,False,False,2,2,0.7734820469090024
2185,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2186,luhf,not_escalation,21,9,9,5,3,1,0,11,1,disambiguate_user_profile,propose_date,4,-1,3,0.4444444444444444,0.14285714285714285,1.049813247333466,nlg,False,False,False,2,2,0.6998754982223107
2187,not_luhf,not_escalation,20,9,9,4,2,3,0,10,1,disambiguate_user_profile,ask_time_preference,1,-1,0,0.1111111111111111,0.0,0.0,nlu,False,False,False,0,0,0.0
2188,not_luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,time_asked_unavailable_propose_new,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2189,not_luhf,not_escalation,22,10,10,6,1,3,0,11,1,disambiguate_user_profile,time_asked_unavailable_propose_new,3,-1,2,0.3,0.09090909090909091,0.6657421673961591,nlu,False,False,False,2,2,0.6657421673961591
2190,not_luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2191,luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,time_asked_unavailable_propose_new,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2192,luhf,not_escalation,18,8,8,1,2,5,0,6,4,"disambiguate_user_profile,disambiguate_user_profile,disambiguate_user_profile,disambiguate_user_profile",disambiguate_user_profile,-4,-4,-8,-0.5,-0.4444444444444444,-3.252557277924793,nlg,False,False,False,-3,-3,-1.2197089792217972
2193,luhf,not_escalation,21,8,8,4,3,1,1,11,1,disambiguate_user_profile,propose_date,3,0,3,0.375,0.14285714285714285,1.049813247333466,nlg,False,False,False,1,1,0.3499377491111553
2194,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2195,not_luhf,not_escalation,22,10,10,7,2,1,0,11,1,disambiguate_user_profile,propose_date,6,-1,5,0.6,0.22727272727272727,1.6643554184903977,nlu,False,False,False,2,2,0.6657421673961591
2196,not_luhf,not_escalation,24,11,11,6,1,4,0,13,0,,time_asked_unavailable_propose_new,2,0,2,0.18181818181818182,0.08333333333333333,0.602388423824404,nlu,False,False,False,2,2,0.602388423824404
2197,not_luhf,not_escalation,25,12,12,7,3,2,1,11,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.4166666666666667,0.2,1.4325239843009505,nlu,False,False,False,3,3,0.8595143905805702
2198,not_luhf,not_escalation,20,9,9,2,5,2,0,11,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,-1,-1,-0.36787944117144233
2199,not_luhf,not_escalation,18,8,8,5,1,2,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.375,0.16666666666666666,1.2197089792217972,nlu,False,False,False,3,3,1.2197089792217972
2200,luhf,not_escalation,31,14,14,5,5,4,0,17,0,,propose_date,1,0,1,0.07142857142857142,0.03225806451612903,0.21224797382674304,nlg,False,False,False,0,0,0.0
2201,not_luhf,not_escalation,24,11,11,7,2,2,1,11,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.45454545454545453,0.20833333333333334,1.50597105956101,nlu,False,False,False,3,3,0.9035826357366061
2202,not_luhf,not_escalation,20,9,9,2,5,2,0,11,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,-1,-1,-0.36787944117144233
2203,luhf,not_escalation,17,7,7,4,1,2,0,8,2,"disambiguate_user_profile,failed_schedule_warning",failed_schedule_warning,2,-2,0,0.2857142857142857,0.0,0.0,nlg,False,False,False,0,0,0.0
2204,not_luhf,not_escalation,21,10,10,5,4,1,0,10,1,disambiguate_user_profile,transportation_of_device,4,-1,3,0.4,0.14285714285714285,1.049813247333466,nlg,False,False,False,2,2,0.6998754982223107
2205,not_luhf,not_escalation,21,10,10,3,6,1,0,11,0,,transportation_of_device,2,0,2,0.2,0.09523809523809523,0.6998754982223107,nlu,False,False,False,0,0,0.0
2206,not_luhf,not_escalation,30,14,14,7,4,3,0,16,0,,propose_date,4,0,4,0.2857142857142857,0.13333333333333333,0.8925206405937193,nlu,False,False,False,2,2,0.44626032029685964
2207,not_luhf,not_escalation,31,14,14,5,4,5,0,15,2,"disambiguate_user_profile,disambiguate_user_profile",ask_time_preference,0,-2,-2,0.0,-0.06451612903225806,-0.4244959476534861,nlg,False,False,False,0,0,0.0
2208,not_luhf,not_escalation,25,11,11,4,6,1,0,14,0,,propose_date,3,0,3,0.2727272727272727,0.12,0.8595143905805702,nlg,False,False,False,1,1,0.2865047968601901
2209,not_luhf,not_escalation,18,8,8,2,6,0,0,7,3,"disambiguate_user_profile,did_not_understand,did_not_understand",ask_last_name,2,-3,-1,0.25,-0.05555555555555555,-0.4065696597405991,nlu,False,False,False,-1,-1,-0.4065696597405991
2210,not_luhf,not_escalation,18,8,8,5,3,0,1,8,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.625,0.2777777777777778,2.0328482987029957,nlu,False,False,False,3,3,1.2197089792217972
2211,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2212,luhf,not_escalation,31,14,14,7,1,6,0,17,0,,ask_time_preference,1,0,1,0.07142857142857142,0.03225806451612903,0.21224797382674304,nlg,False,False,False,0,0,0.0
2213,not_luhf,not_escalation,20,9,9,5,3,1,1,10,0,,confirm_date_scheduled,4,1,5,0.4444444444444444,0.25,1.8393972058572117,nlu,False,False,False,3,3,1.103638323514327
2214,luhf,not_escalation,29,12,12,1,9,2,0,15,2,"disambiguate_user_profile,did_not_understand",propose_date,-1,-2,-3,-0.08333333333333333,-0.10344827586206896,-0.7037108642813928,nlg,False,False,False,0,0,0.0
2215,not_luhf,not_escalation,23,10,10,6,1,3,1,11,1,asked_date_too_far,confirm_change_schedule,3,0,3,0.3,0.13043478260869565,0.9499103081371595,nlu,False,False,False,3,3,0.9499103081371595
2216,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
2217,not_luhf,not_escalation,18,8,8,2,4,2,0,10,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,-1,-1,-0.4065696597405991
2218,luhf,not_escalation,24,11,11,4,4,3,0,12,1,disambiguate_user_profile,ask_time_preference,1,-1,0,0.09090909090909091,0.0,0.0,nlg,False,False,False,0,0,0.0
2219,not_luhf,not_escalation,25,11,11,4,7,0,0,14,0,,propose_date,4,0,4,0.36363636363636365,0.16,1.1460191874407604,nlg,False,False,False,1,1,0.2865047968601901
2220,not_luhf,not_escalation,20,9,9,6,1,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.2,1.4715177646857693,nlu,False,False,False,3,3,1.103638323514327
2221,luhf,not_escalation,34,15,15,2,6,7,0,19,0,,ask_time_preference,-5,0,-5,-0.3333333333333333,-0.14705882352941177,-0.913417620263673,nlg,False,False,False,-1,-1,-0.1826835240527346
2222,not_luhf,not_escalation,20,9,9,5,3,1,1,9,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.2,1.4715177646857693,nlg,False,False,False,3,3,1.103638323514327
2223,not_luhf,not_escalation,20,9,9,5,2,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15,1.103638323514327,nlu,False,False,False,3,3,1.103638323514327
2224,not_luhf,not_escalation,22,10,10,4,4,2,0,11,1,disambiguate_user_profile,ask_time_preference,2,-1,1,0.2,0.045454545454545456,0.33287108369807955,nlu,False,False,False,0,0,0.0
2225,not_luhf,not_escalation,24,11,11,4,4,3,0,11,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,1,-2,-1,0.09090909090909091,-0.041666666666666664,-0.301194211912202,nlu,False,False,False,2,2,0.602388423824404
2226,not_luhf,not_escalation,20,9,9,5,2,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15,1.103638323514327,nlu,False,False,False,3,3,1.103638323514327
2227,luhf,not_escalation,23,10,10,5,1,4,0,12,1,disambiguate_user_profile,propose_date,1,-1,0,0.1,0.0,0.0,nlg,False,False,False,0,0,0.0
2228,not_luhf,not_escalation,41,20,20,9,6,5,0,21,0,,propose_date,4,0,4,0.2,0.0975609756097561,0.5149396143512167,nlu,False,False,False,2,2,0.25746980717560836
2229,not_luhf,not_escalation,17,7,7,3,2,2,0,9,1,disambiguate_user_profile,propose_date,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,1,1,0.42741493194872665
2230,not_luhf,not_escalation,20,9,9,2,5,2,0,11,0,,inform_schedule_inspection,0,0,0,0.0,0.0,0.0,nlg,False,False,False,0,0,0.0
2231,not_luhf,not_escalation,20,9,9,5,2,2,0,10,1,disambiguate_user_profile,propose_date,3,-1,2,0.3333333333333333,0.1,0.7357588823428847,nlu,False,False,False,2,2,0.7357588823428847
2232,luhf,not_escalation,17,7,7,3,3,1,0,9,1,disambiguate_user_profile,propose_date,2,-1,1,0.2857142857142857,0.058823529411764705,0.42741493194872665,nlg,False,False,False,0,0,0.0
2233,not_luhf,not_escalation,17,8,8,1,5,2,0,9,0,,ask_additional_service,-1,0,-1,-0.125,-0.058823529411764705,-0.42741493194872665,nlu,False,False,False,-1,-1,-0.42741493194872665
2234,not_luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
2235,not_luhf,not_escalation,19,9,9,4,4,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15789473684210525,1.1602230703635035,nlu,False,False,False,3,3,1.1602230703635035
2236,not_luhf,not_escalation,18,8,8,3,3,2,0,10,0,,propose_date,1,0,1,0.125,0.05555555555555555,0.4065696597405991,nlu,False,False,False,2,2,0.8131393194811982
2237,not_luhf,not_escalation,19,9,9,5,3,1,1,9,0,,confirm_date_scheduled,4,1,5,0.4444444444444444,0.2631578947368421,1.933705117272506,nlu,False,False,False,3,3,1.1602230703635035
2238,not_luhf,not_escalation,33,15,15,5,7,3,1,16,1,transportation_type_unavailable,transportation_type_unavailable,2,0,2,0.13333333333333333,0.06060606060606061,0.38409981724150816,nlg,False,False,False,1,1,0.19204990862075408
2239,luhf,not_escalation,34,15,15,2,7,6,0,17,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,-4,-2,-6,-0.26666666666666666,-0.17647058823529413,-1.0961011443164077,nlg,False,False,False,0,0,0.0
2240,not_luhf,not_escalation,18,8,8,4,2,2,0,9,1,disambiguate_user_profile,ask_time_preference,2,-1,1,0.25,0.05555555555555555,0.4065696597405991,nlu,False,False,False,0,0,0.0
2241,not_luhf,not_escalation,27,12,12,5,6,1,1,14,0,,confirm_date_scheduled,4,1,5,0.3333333333333333,0.18518518518518517,1.2962013032294575,nlg,False,False,False,2,2,0.518480521291783
2242,luhf,not_escalation,26,11,11,2,6,3,0,15,0,,propose_date,-1,0,-1,-0.09090909090909091,-0.038461538461538464,-0.2725317930340126,nlg,False,False,False,1,1,0.2725317930340126
2243,not_luhf,not_escalation,28,13,13,3,7,3,0,15,0,,propose_date,0,0,0,0.0,0.0,0.0,nlu,False,False,False,-1,-1,-0.24659696394160643
2244,luhf,not_escalation,17,7,7,3,1,3,0,9,1,disambiguate_user_profile,ask_time_preference,0,-1,-1,0.0,-0.058823529411764705,-0.42741493194872665,nlg,False,False,False,-1,-1,-0.42741493194872665
2245,luhf,not_escalation,17,7,7,3,2,2,0,8,2,"disambiguate_user_profile,failed_schedule_warning",transportation_of_device,1,-2,-1,0.14285714285714285,-0.058823529411764705,-0.42741493194872665,nlg,False,False,False,-2,-2,-0.8548298638974533
2246,not_luhf,not_escalation,18,8,8,4,4,0,1,9,0,,confirm_date_scheduled,4,1,5,0.5,0.2777777777777778,2.0328482987029957,nlu,False,False,False,3,3,1.2197089792217972
2247,luhf,not_escalation,18,7,7,3,3,1,0,9,2,"disambiguate_user_profile,transportation_type_unavailable",propose_date,2,-2,0,0.2857142857142857,0.0,0.0,nlg,False,False,False,1,1,0.4065696597405991
2248,not_luhf,not_escalation,22,10,10,5,4,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4,0.18181818181818182,1.3314843347923182,nlu,False,False,False,3,3,0.9986132510942387
2249,not_luhf,not_escalation,23,11,11,7,3,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,6,0,6,0.5454545454545454,0.2608695652173913,1.899820616274319,nlu,False,False,False,3,3,0.9499103081371595
2250,not_luhf,not_escalation,24,11,11,3,6,2,0,13,0,,inform_schedule_inspection,1,0,1,0.09090909090909091,0.041666666666666664,0.301194211912202,nlg,False,False,False,0,0,0.0
2251,not_luhf,not_escalation,32,16,16,7,3,6,0,14,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,1,-2,-1,0.0625,-0.03125,-0.20189651799465538,nlu,False,False,False,2,2,0.40379303598931077
2252,luhf,not_escalation,27,12,12,6,1,5,0,15,0,,propose_date,1,0,1,0.08333333333333333,0.037037037037037035,0.2592402606458915,nlg,False,False,False,0,0,0.0
2253,not_luhf,not_escalation,20,9,9,3,3,3,0,10,1,disambiguate_user_profile,ask_time_preference,0,-1,-1,0.0,-0.05,-0.36787944117144233,nlu,False,False,False,0,0,0.0
2254,not_luhf,not_escalation,22,10,10,4,4,2,0,11,1,disambiguate_user_profile,ask_time_preference,2,-1,1,0.2,0.045454545454545456,0.33287108369807955,nlu,False,False,False,0,0,0.0
2255,not_luhf,not_escalation,17,7,7,4,1,2,0,9,1,disambiguate_user_profile,propose_date,2,-1,1,0.2857142857142857,0.058823529411764705,0.42741493194872665,nlg,False,False,False,1,1,0.42741493194872665
2256,not_luhf,not_escalation,26,12,12,6,5,1,1,13,0,,confirm_date_scheduled,5,1,6,0.4166666666666667,0.23076923076923078,1.6351907582040757,nlu,False,False,False,3,3,0.8175953791020378
2257,not_luhf,not_escalation,23,10,10,4,4,2,1,12,0,,confirm_date_scheduled,2,1,3,0.2,0.13043478260869565,0.9499103081371595,nlg,False,False,False,2,2,0.6332735387581063
2258,not_luhf,not_escalation,25,11,11,4,4,3,0,14,0,,propose_date,1,0,1,0.09090909090909091,0.04,0.2865047968601901,nlg,False,False,False,1,1,0.2865047968601901
2259,not_luhf,not_escalation,18,8,8,4,4,0,0,9,1,disambiguate_user_profile,propose_date,4,-1,3,0.5,0.16666666666666666,1.2197089792217972,nlu,False,False,False,2,2,0.8131393194811982
2260,not_luhf,not_escalation,18,8,8,2,4,2,0,10,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,-1,-1,-0.4065696597405991
2261,luhf,not_escalation,17,7,7,3,1,3,0,9,1,disambiguate_user_profile,no_dates_available_try_new_transportation_type,0,-1,-1,0.0,-0.058823529411764705,-0.42741493194872665,nlg,False,False,False,1,1,0.42741493194872665
2262,luhf,not_escalation,27,12,12,4,6,2,0,15,0,,propose_date,2,0,2,0.16666666666666666,0.07407407407407407,0.518480521291783,nlg,False,False,False,-1,-1,-0.2592402606458915
2263,not_luhf,not_escalation,29,13,13,8,3,2,1,14,1,disambiguate_user_profile,confirm_date_scheduled,6,0,6,0.46153846153846156,0.20689655172413793,1.4074217285627857,nlg,False,False,False,3,3,0.7037108642813928
2264,not_luhf,not_escalation,23,10,10,6,2,2,1,11,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4,0.17391304347826086,1.2665470775162126,nlu,False,False,False,3,3,0.9499103081371595
2265,luhf,not_escalation,28,13,13,2,10,1,0,15,0,,transportation_of_device,1,0,1,0.07692307692307693,0.03571428571428571,0.24659696394160643,nlg,False,False,False,0,0,0.0
2266,luhf,not_escalation,23,10,10,5,2,3,1,11,1,disambiguate_user_profile,propose_date,2,0,2,0.2,0.08695652173913043,0.6332735387581063,nlg,False,False,False,0,0,0.0
2267,not_luhf,not_escalation,26,12,12,5,6,1,0,14,0,,propose_date,4,0,4,0.3333333333333333,0.15384615384615385,1.0901271721360504,nlu,False,False,False,2,2,0.5450635860680252
